ㄝ ㄝ e , big5
㳹 ㄨㄤˇ wang3 j;3 utf8
䋄 ㄨㄤˇ wang3 j;3 utf8
䋞 ㄨㄤˇ wang3 j;3 utf8
䒽 ㄨㄤˇ wang3 j;3 utf8
仼 ㄨㄤˇ wang3 j;3 utf8
冈 ㄨㄤˇ wang3 j;3 utf8
徃 ㄨㄤˇ wang3 j;3 utf8
棢 ㄨㄤˇ wang3 j;3 utf8
罒 ㄨㄤˇ wang3 j;3 utf8
蛧 ㄨㄤˇ wang3 j;3 utf8
誷 ㄨㄤˇ wang3 j;3 utf8
𣶈 ㄨㄤˇ wang3 j;3 utf8
忘 ㄨㄤˋ wang4 j;4 big5
妄 ㄨㄤˋ wang4 j;4 big5
望 ㄨㄤˋ wang4 j;4 big5
旺 ㄨㄤˋ wang4 j;4 big5
王 ㄨㄤˋ wang4 j;4 big5
朢 ㄨㄤˋ wang4 j;4 big5
迋 ㄨㄤˋ wang4 j;4 big5
莣 ㄨㄤˋ wang4 j;4 big5
㳹 ㄨㄤˋ wang4 j;4 utf8
䤑 ㄨㄤˋ wang4 j;4 utf8
王 ㄨㄤˊ wang2 j;6 big5
亡 ㄨㄤˊ wang2 j;6 big5
亾 ㄨㄤˊ wang2 j;6 utf8
仼 ㄨㄤˊ wang2 j;6 utf8
兦 ㄨㄤˊ wang2 j;6 utf8
彺 ㄨㄤˊ wang2 j;6 utf8
朚 ㄨㄤˊ wang2 j;6 utf8
蚟 ㄨㄤˊ wang2 j;6 utf8
窩 ㄨㄛ wo ji big5
倭 ㄨㄛ wo ji big5
渦 ㄨㄛ wo ji big5
萵 ㄨㄛ wo ji big5
猧 ㄨㄛ wo ji big5
踒 ㄨㄛ wo ji big5
䠎 ㄨㄛ wo ji utf8
唩 ㄨㄛ wo ji utf8
涹 ㄨㄛ wo ji utf8
我 ㄨㄛˇ wo3 ji3 big5
婐 ㄨㄛˇ wo3 ji3 big5
捰 ㄨㄛˇ wo3 ji3 big5
䂺 ㄨㄛˇ wo3 ji3 utf8
𣇫 ㄨㄛˇ wo3 ji3 utf8
握 ㄨㄛˋ wo4 ji4 big5
臥 ㄨㄛˋ wo4 ji4 big5
沃 ㄨㄛˋ wo4 ji4 big5
渥 ㄨㄛˋ wo4 ji4 big5
斡 ㄨㄛˋ wo4 ji4 big5
齷 ㄨㄛˋ wo4 ji4 big5
幄 ㄨㄛˋ wo4 ji4 big5
涴 ㄨㄛˋ wo4 ji4 big5
偓 ㄨㄛˋ wo4 ji4 big5
濣 ㄨㄛˋ wo4 ji4 big5
焥 ㄨㄛˋ wo4 ji4 big5
㓇 ㄨㄛˋ wo4 ji4 utf8
㱧 ㄨㄛˋ wo4 ji4 utf8
䇶 ㄨㄛˋ wo4 ji4 utf8
䠎 ㄨㄛˋ wo4 ji4 utf8
卧 ㄨㄛˋ wo4 ji4 utf8
嬒 ㄨㄛˋ wo4 ji4 utf8
捾 ㄨㄛˋ wo4 ji4 utf8
枂 ㄨㄛˋ wo4 ji4 utf8
楃 ㄨㄛˋ wo4 ji4 utf8
肟 ㄨㄛˋ wo4 ji4 utf8
𣁳 ㄨㄛˋ wo4 ji4 utf8
威 ㄨㄟ wei jo big5
崴 ㄨㄟ wei jo big5
偎 ㄨㄟ wei jo big5
煨 ㄨㄟ wei jo big5
葳 ㄨㄟ wei jo big5
隈 ㄨㄟ wei jo big5
萎 ㄨㄟ wei jo big5
委 ㄨㄟ wei jo big5
逶 ㄨㄟ wei jo big5
烓 ㄨㄟ wei jo big5
椳 ㄨㄟ wei jo big5
渨 ㄨㄟ wei jo big5
碨 ㄨㄟ wei jo big5
愄 ㄨㄟ wei jo big5
揋 ㄨㄟ wei jo big5
葨 ㄨㄟ wei jo big5
隇 ㄨㄟ wei jo big5
溾 ㄨㄟ wei jo big5
詴 ㄨㄟ wei jo big5
蝛 ㄨㄟ wei jo big5
覣 ㄨㄟ wei jo big5
燰 ㄨㄟ wei jo big5
㙎 ㄨㄟ wei jo utf8
㵟 ㄨㄟ wei jo utf8
䫋 ㄨㄟ wei jo utf8
喴 ㄨㄟ wei jo utf8
媁 ㄨㄟ wei jo utf8
媙 ㄨㄟ wei jo utf8
捤 ㄨㄟ wei jo utf8
楲 ㄨㄟ wei jo utf8
鰄 ㄨㄟ wei jo utf8
𥒮 ㄨㄟ wei jo utf8
委 ㄨㄟˇ wei3 jo3 big5
尾 ㄨㄟˇ wei3 jo3 big5
偉 ㄨㄟˇ wei3 jo3 big5
緯 ㄨㄟˇ wei3 jo3 big5
萎 ㄨㄟˇ wei3 jo3 big5
諉 ㄨㄟˇ wei3 jo3 big5
葦 ㄨㄟˇ wei3 jo3 big5
痿 ㄨㄟˇ wei3 jo3 big5
猥 ㄨㄟˇ wei3 jo3 big5
煒 ㄨㄟˇ wei3 jo3 big5
亹 ㄨㄟˇ wei3 jo3 big5
隗 ㄨㄟˇ wei3 jo3 big5
娓 ㄨㄟˇ wei3 jo3 big5
韙 ㄨㄟˇ wei3 jo3 big5
寪 ㄨㄟˇ wei3 jo3 big5
洧 ㄨㄟˇ wei3 jo3 big5
瑋 ㄨㄟˇ wei3 jo3 big5
薳 ㄨㄟˇ wei3 jo3 big5
蘤 ㄨㄟˇ wei3 jo3 big5
韡 ㄨㄟˇ wei3 jo3 big5
鮪 ㄨㄟˇ wei3 jo3 big5
磈 ㄨㄟˇ wei3 jo3 big5
蒍 ㄨㄟˇ wei3 jo3 big5
頠 ㄨㄟˇ wei3 jo3 big5
暐 ㄨㄟˇ wei3 jo3 big5
痏 ㄨㄟˇ wei3 jo3 big5
骫 ㄨㄟˇ wei3 jo3 big5
椲 ㄨㄟˇ wei3 jo3 big5
浘 ㄨㄟˇ wei3 jo3 big5
艉 ㄨㄟˇ wei3 jo3 big5
芛 ㄨㄟˇ wei3 jo3 big5
鍡 ㄨㄟˇ wei3 jo3 big5
峗 ㄨㄟˇ wei3 jo3 big5
壝 ㄨㄟˇ wei3 jo3 big5
喡 ㄨㄟˇ wei3 jo3 big5
徫 ㄨㄟˇ wei3 jo3 big5
腲 ㄨㄟˇ wei3 jo3 big5
蜲 ㄨㄟˇ wei3 jo3 big5
儰 ㄨㄟˇ wei3 jo3 big5
蓶 ㄨㄟˇ wei3 jo3 big5
崣 ㄨㄟˇ wei3 jo3 big5
硊 ㄨㄟˇ wei3 jo3 big5
踓 ㄨㄟˇ wei3 jo3 big5
斖 ㄨㄟˇ wei3 jo3 big5
唯 ㄨㄟˇ wei3 jo3 big5
㖐 ㄨㄟˇ wei3 jo3 utf8
㞇 ㄨㄟˇ wei3 jo3 utf8
㥨 ㄨㄟˇ wei3 jo3 utf8
㧪 ㄨㄟˇ wei3 jo3 utf8
㬙 ㄨㄟˇ wei3 jo3 utf8
䅏 ㄨㄟˇ wei3 jo3 utf8
䇻 ㄨㄟˇ wei3 jo3 utf8
䈧 ㄨㄟˇ wei3 jo3 utf8
䞔 ㄨㄟˇ wei3 jo3 utf8
䠑 ㄨㄟˇ wei3 jo3 utf8
僞 ㄨㄟˇ wei3 jo3 utf8
厃 ㄨㄟˇ wei3 jo3 utf8
唩 ㄨㄟˇ wei3 jo3 utf8
媁 ㄨㄟˇ wei3 jo3 utf8
愇 ㄨㄟˇ wei3 jo3 utf8
梶 ㄨㄟˇ wei3 jo3 utf8
膸 ㄨㄟˇ wei3 jo3 utf8
荱 ㄨㄟˇ wei3 jo3 utf8
蔿 ㄨㄟˇ wei3 jo3 utf8
颹 ㄨㄟˇ wei3 jo3 utf8
骩 ㄨㄟˇ wei3 jo3 utf8
𢯷 ㄨㄟˇ wei3 jo3 utf8
𥒮 ㄨㄟˇ wei3 jo3 utf8
𦭽 ㄨㄟˇ wei3 jo3 utf8
為 ㄨㄟˋ wei4 jo4 big5
位 ㄨㄟˋ wei4 jo4 big5
未 ㄨㄟˋ wei4 jo4 big5
魏 ㄨㄟˋ wei4 jo4 big5
衛 ㄨㄟˋ wei4 jo4 big5
味 ㄨㄟˋ wei4 jo4 big5
偽 ㄨㄟˋ wei4 jo4 big5
謂 ㄨㄟˋ wei4 jo4 big5
胃 ㄨㄟˋ wei4 jo4 big5
喂 ㄨㄟˋ wei4 jo4 big5
慰 ㄨㄟˋ wei4 jo4 big5
餵 ㄨㄟˋ wei4 jo4 big5
尉 ㄨㄟˋ wei4 jo4 big5
渭 ㄨㄟˋ wei4 jo4 big5
畏 ㄨㄟˋ wei4 jo4 big5
蔚 ㄨㄟˋ wei4 jo4 big5
蘶 ㄨㄟˋ wei4 jo4 big5
蝟 ㄨㄟˋ wei4 jo4 big5
犩 ㄨㄟˋ wei4 jo4 big5
遺 ㄨㄟˋ wei4 jo4 big5
亹 ㄨㄟˋ wei4 jo4 big5
霨 ㄨㄟˋ wei4 jo4 big5
磑 ㄨㄟˋ wei4 jo4 big5
罻 ㄨㄟˋ wei4 jo4 big5
褽 ㄨㄟˋ wei4 jo4 big5
薉 ㄨㄟˋ wei4 jo4 big5
媦 ㄨㄟˋ wei4 jo4 big5
蜼 ㄨㄟˋ wei4 jo4 big5
藯 ㄨㄟˋ wei4 jo4 big5
鏏 ㄨㄟˋ wei4 jo4 big5
菋 ㄨㄟˋ wei4 jo4 big5
犚 ㄨㄟˋ wei4 jo4 big5
餧 ㄨㄟˋ wei4 jo4 big5
贀 ㄨㄟˋ wei4 jo4 big5
讆 ㄨㄟˋ wei4 jo4 big5
躗 ㄨㄟˋ wei4 jo4 big5
穌 ㄨㄟˋ wei4 jo4 big5
鮇 ㄨㄟˋ wei4 jo4 big5
徻 ㄨㄟˋ wei4 jo4 big5
㧡 ㄨㄟˋ wei4 jo4 utf8
㷉 ㄨㄟˋ wei4 jo4 utf8
㻰 ㄨㄟˋ wei4 jo4 utf8
㼇 ㄨㄟˋ wei4 jo4 utf8
䅏 ㄨㄟˋ wei4 jo4 utf8
䗽 ㄨㄟˋ wei4 jo4 utf8
䙿 ㄨㄟˋ wei4 jo4 utf8
䮹 ㄨㄟˋ wei4 jo4 utf8
䲁 ㄨㄟˋ wei4 jo4 utf8
僞 ㄨㄟˋ wei4 jo4 utf8
嬀 ㄨㄟˋ wei4 jo4 utf8
嬒 ㄨㄟˋ wei4 jo4 utf8
嶎 ㄨㄟˋ wei4 jo4 utf8
懀 ㄨㄟˋ wei4 jo4 utf8
潙 ㄨㄟˋ wei4 jo4 utf8
熭 ㄨㄟˋ wei4 jo4 utf8
爲 ㄨㄟˋ wei4 jo4 utf8
猬 ㄨㄟˋ wei4 jo4 utf8
緭 ㄨㄟˋ wei4 jo4 utf8
苿 ㄨㄟˋ wei4 jo4 utf8
螱 ㄨㄟˋ wei4 jo4 utf8
衞 ㄨㄟˋ wei4 jo4 utf8
軎 ㄨㄟˋ wei4 jo4 utf8
轊 ㄨㄟˋ wei4 jo4 utf8
錗 ㄨㄟˋ wei4 jo4 utf8
𠹤 ㄨㄟˋ wei4 jo4 utf8
𢲴 ㄨㄟˋ wei4 jo4 utf8
𨗮 ㄨㄟˋ wei4 jo4 utf8
為 ㄨㄟˊ wei2 jo6 big5
圍 ㄨㄟˊ wei2 jo6 big5
微 ㄨㄟˊ wei2 jo6 big5
危 ㄨㄟˊ wei2 jo6 big5
唯 ㄨㄟˊ wei2 jo6 big5
維 ㄨㄟˊ wei2 jo6 big5
惟 ㄨㄟˊ wei2 jo6 big5
違 ㄨㄟˊ wei2 jo6 big5
韋 ㄨㄟˊ wei2 jo6 big5
薇 ㄨㄟˊ wei2 jo6 big5
巍 ㄨㄟˊ wei2 jo6 big5
桅 ㄨㄟˊ wei2 jo6 big5
闈 ㄨㄟˊ wei2 jo6 big5
濰 ㄨㄟˊ wei2 jo6 big5
帷 ㄨㄟˊ wei2 jo6 big5
嵬 ㄨㄟˊ wei2 jo6 big5
幃 ㄨㄟˊ wei2 jo6 big5
囗 ㄨㄟˊ wei2 jo6 big5
湋 ㄨㄟˊ wei2 jo6 big5
溦 ㄨㄟˊ wei2 jo6 big5
鄬 ㄨㄟˊ wei2 jo6 big5
鍏 ㄨㄟˊ wei2 jo6 big5
鮠 ㄨㄟˊ wei2 jo6 big5
潿 ㄨㄟˊ wei2 jo6 big5
洈 ㄨㄟˊ wei2 jo6 big5
覹 ㄨㄟˊ wei2 jo6 big5
醀 ㄨㄟˊ wei2 jo6 big5
霺 ㄨㄟˊ wei2 jo6 big5
瀢 ㄨㄟˊ wei2 jo6 big5
濻 ㄨㄟˊ wei2 jo6 big5
癓 ㄨㄟˊ wei2 jo6 big5
欈 ㄨㄟˊ wei2 jo6 big5
㕒 ㄨㄟˊ wei2 jo6 utf8
㵟 ㄨㄟˊ wei2 jo6 utf8
䉠 ㄨㄟˊ wei2 jo6 utf8
䍯 ㄨㄟˊ wei2 jo6 utf8
䜅 ㄨㄟˊ wei2 jo6 utf8
䣀 ㄨㄟˊ wei2 jo6 utf8
䧦 ㄨㄟˊ wei2 jo6 utf8
厃 ㄨㄟˊ wei2 jo6 utf8
媁 ㄨㄟˊ wei2 jo6 utf8
嬀 ㄨㄟˊ wei2 jo6 utf8
嶶 ㄨㄟˊ wei2 jo6 utf8
潙 ㄨㄟˊ wei2 jo6 utf8
爲 ㄨㄟˊ wei2 jo6 utf8
琟 ㄨㄟˊ wei2 jo6 utf8
矀 ㄨㄟˊ wei2 jo6 utf8
陒 ㄨㄟˊ wei2 jo6 utf8
溫 ㄨㄣ wen jp big5
瘟 ㄨㄣ wen jp big5
轀 ㄨㄣ wen jp big5
塭 ㄨㄣ wen jp big5
馧 ㄨㄣ wen jp big5
瞃 ㄨㄣ wen jp big5
豱 ㄨㄣ wen jp big5
殟 ㄨㄣ wen jp big5
温 ㄨㄣ wen jp big5
㬈 ㄨㄣ wen jp utf8
媪 ㄨㄣ wen jp utf8
昷 ㄨㄣ wen jp utf8
瑥 ㄨㄣ wen jp utf8
腽 ㄨㄣ wen jp utf8
輼 ㄨㄣ wen jp utf8
鎾 ㄨㄣ wen jp utf8
饂 ㄨㄣ wen jp utf8
鰛 ㄨㄣ wen jp utf8
鰮 ㄨㄣ wen jp utf8
𥁕 ㄨㄣ wen jp utf8
穩 ㄨㄣˇ wen3 jp3 big5
吻 ㄨㄣˇ wen3 jp3 big5
刎 ㄨㄣˇ wen3 jp3 big5
呡 ㄨㄣˇ wen3 jp3 big5
桽 ㄨㄣˇ wen3 jp3 big5
㖴 ㄨㄣˇ wen3 jp3 utf8
㝧 ㄨㄣˇ wen3 jp3 utf8
㫚 ㄨㄣˇ wen3 jp3 utf8
䦟 ㄨㄣˇ wen3 jp3 utf8
伆 ㄨㄣˇ wen3 jp3 utf8
勽 ㄨㄣˇ wen3 jp3 utf8
穏 ㄨㄣˇ wen3 jp3 utf8
肳 ㄨㄣˇ wen3 jp3 utf8
脗 ㄨㄣˇ wen3 jp3 utf8
問 ㄨㄣˋ wen4 jp4 big5
聞 ㄨㄣˋ wen4 jp4 big5
紊 ㄨㄣˋ wen4 jp4 big5
文 ㄨㄣˋ wen4 jp4 big5
汶 ㄨㄣˋ wen4 jp4 big5
抆 ㄨㄣˋ wen4 jp4 big5
免 ㄨㄣˋ wen4 jp4 big5
搵 ㄨㄣˋ wen4 jp4 big5
璺 ㄨㄣˋ wen4 jp4 big5
妏 ㄨㄣˋ wen4 jp4 big5
彣 ㄨㄣˋ wen4 jp4 utf8
㡈 ㄨㄣˋ wen4 jp4 utf8
兑 ㄨㄣˋ wen4 jp4 utf8
揾 ㄨㄣˋ wen4 jp4 utf8
攵 ㄨㄣˋ wen4 jp4 utf8
渂 ㄨㄣˋ wen4 jp4 utf8
莬 ㄨㄣˋ wen4 jp4 utf8
藴 ㄨㄣˋ wen4 jp4 utf8
醖 ㄨㄣˋ wen4 jp4 utf8
𠀋 ㄨㄣˋ wen4 jp4 utf8
𥹢 ㄨㄣˋ wen4 jp4 utf8
文 ㄨㄣˊ wen2 jp6 big5
聞 ㄨㄣˊ wen2 jp6 big5
紋 ㄨㄣˊ wen2 jp6 big5
蚊 ㄨㄣˊ wen2 jp6 big5
玟 ㄨㄣˊ wen2 jp6 big5
雯 ㄨㄣˊ wen2 jp6 big5
閿 ㄨㄣˊ wen2 jp6 big5
炆 ㄨㄣˊ wen2 jp6 big5
芠 ㄨㄣˊ wen2 jp6 big5
琝 ㄨㄣˊ wen2 jp6 big5
閺 ㄨㄣˊ wen2 jp6 big5
闅 ㄨㄣˊ wen2 jp6 big5
鼤 ㄨㄣˊ wen2 jp6 big5
駇 ㄨㄣˊ wen2 jp6 big5
魰 ㄨㄣˊ wen2 jp6 big5
鳼 ㄨㄣˊ wen2 jp6 big5
彣 ㄨㄣˊ wen2 jp6 utf8
䂥 ㄨㄣˊ wen2 jp6 utf8
䃉 ㄨㄣˊ wen2 jp6 utf8
攵 ㄨㄣˊ wen2 jp6 utf8
渂 ㄨㄣˊ wen2 jp6 utf8
珳 ㄨㄣˊ wen2 jp6 utf8
琘 ㄨㄣˊ wen2 jp6 utf8
瑉 ㄨㄣˊ wen2 jp6 utf8
瘒 ㄨㄣˊ wen2 jp6 utf8
砇 ㄨㄣˊ wen2 jp6 utf8
碈 ㄨㄣˊ wen2 jp6 utf8
蚉 ㄨㄣˊ wen2 jp6 utf8
螡 ㄨㄣˊ wen2 jp6 utf8
蟁 ㄨㄣˊ wen2 jp6 utf8
闦 ㄨㄣˊ wen2 jp6 utf8
馼 ㄨㄣˊ wen2 jp6 utf8
鴍 ㄨㄣˊ wen2 jp6 utf8
鴖 ㄨㄣˊ wen2 jp6 utf8
𠀋 ㄨㄣˊ wen2 jp6 utf8
𡲈 ㄨㄣˊ wen2 jp6 utf8
𥹢 ㄨㄣˊ wen2 jp6 utf8
𦐐 ㄨㄣˊ wen2 jp6 utf8
阿 ㄜ e k big5
婀 ㄜ e k big5
痾 ㄜ e k big5
ㄜ ㄜ e k big5
屙 ㄜ e k big5
峉 ㄜ e k big5
錒 ㄜ e k big5
㚳 ㄜ e k utf8
㢌 ㄜ e k utf8
㢐 ㄜ e k utf8
䋍 ㄜ e k utf8
䋪 ㄜ e k utf8
妸 ㄜ e k utf8
妿 ㄜ e k utf8
娿 ㄜ e k utf8
疴 ㄜ e k utf8
噁 ㄜˇ e3 k3 big5
㧴 ㄜˇ e3 k3 utf8
㫊 ㄜˇ e3 k3 utf8
䝝 ㄜˇ e3 k3 utf8
僫 ㄜˇ e3 k3 utf8
妸 ㄜˇ e3 k3 utf8
娿 ㄜˇ e3 k3 utf8
悪 ㄜˇ e3 k3 utf8
閕 ㄜˇ e3 k3 utf8
頋 ㄜˇ e3 k3 utf8
騀 ㄜˇ e3 k3 utf8
𧙃 ㄜˇ e3 k3 utf8
惡 ㄜˋ e4 k4 big5
餓 ㄜˋ e4 k4 big5
俄 ㄜˋ e4 k4 big5
鄂 ㄜˋ e4 k4 big5
厄 ㄜˋ e4 k4 big5
遏 ㄜˋ e4 k4 big5
鍔 ㄜˋ e4 k4 big5
扼 ㄜˋ e4 k4 big5
鱷 ㄜˋ e4 k4 big5
顎 ㄜˋ e4 k4 big5
呃 ㄜˋ e4 k4 big5
愕 ㄜˋ e4 k4 big5
噩 ㄜˋ e4 k4 big5
軛 ㄜˋ e4 k4 big5
阨 ㄜˋ e4 k4 big5
鶚 ㄜˋ e4 k4 big5
堊 ㄜˋ e4 k4 big5
諤 ㄜˋ e4 k4 big5
萼 ㄜˋ e4 k4 big5
咢 ㄜˋ e4 k4 big5
啞 ㄜˋ e4 k4 big5
崿 ㄜˋ e4 k4 big5
搤 ㄜˋ e4 k4 big5
詻 ㄜˋ e4 k4 big5
閼 ㄜˋ e4 k4 big5
頞 ㄜˋ e4 k4 big5
堨 ㄜˋ e4 k4 big5
齶 ㄜˋ e4 k4 big5
枙 ㄜˋ e4 k4 big5
堮 ㄜˋ e4 k4 big5
岋 ㄜˋ e4 k4 big5
鑩 ㄜˋ e4 k4 big5
櫮 ㄜˋ e4 k4 big5
砐 ㄜˋ e4 k4 big5
砨 ㄜˋ e4 k4 big5
蚅 ㄜˋ e4 k4 big5
豟 ㄜˋ e4 k4 big5
軶 ㄜˋ e4 k4 big5
圔 ㄜˋ e4 k4 big5
搹 ㄜˋ e4 k4 big5
蝁 ㄜˋ e4 k4 big5
嶭 ㄜˋ e4 k4 big5
餩 ㄜˋ e4 k4 big5
蘁 ㄜˋ e4 k4 big5
砈 ㄜˋ e4 k4 big5
㓵 ㄜˋ e4 k4 utf8
㔩 ㄜˋ e4 k4 utf8
㕺 ㄜˋ e4 k4 utf8
㖾 ㄜˋ e4 k4 utf8
㗁 ㄜˋ e4 k4 utf8
㛕 ㄜˋ e4 k4 utf8
㟧 ㄜˋ e4 k4 utf8
㟯 ㄜˋ e4 k4 utf8
㠋 ㄜˋ e4 k4 utf8
㣂 ㄜˋ e4 k4 utf8
㮆 ㄜˋ e4 k4 utf8
㮙 ㄜˋ e4 k4 utf8
䜙 ㄜˋ e4 k4 utf8
䣞 ㄜˋ e4 k4 utf8
䫷 ㄜˋ e4 k4 utf8
偔 ㄜˋ e4 k4 utf8
僫 ㄜˋ e4 k4 utf8
卾 ㄜˋ e4 k4 utf8
咹 ㄜˋ e4 k4 utf8
唖 ㄜˋ e4 k4 utf8
垩 ㄜˋ e4 k4 utf8
屵 ㄜˋ e4 k4 utf8
悪 ㄜˋ e4 k4 utf8
戹 ㄜˋ e4 k4 utf8
擜 ㄜˋ e4 k4 utf8
枿 ㄜˋ e4 k4 utf8
歺 ㄜˋ e4 k4 utf8
湂 ㄜˋ e4 k4 utf8
琧 ㄜˋ e4 k4 utf8
瘂 ㄜˋ e4 k4 utf8
磀 ㄜˋ e4 k4 utf8
腭 ㄜˋ e4 k4 utf8
苊 ㄜˋ e4 k4 utf8
蕚 ㄜˋ e4 k4 utf8
蘖 ㄜˋ e4 k4 utf8
覨 ㄜˋ e4 k4 utf8
讍 ㄜˋ e4 k4 utf8
遌 ㄜˋ e4 k4 utf8
阸 ㄜˋ e4 k4 utf8
頟 ㄜˋ e4 k4 utf8
鰐 ㄜˋ e4 k4 utf8
𡴯 ㄜˋ e4 k4 utf8
𤂷 ㄜˋ e4 k4 utf8
𤸱 ㄜˋ e4 k4 utf8
𧌄 ㄜˋ e4 k4 utf8
𩜄 ㄜˋ e4 k4 utf8
𪅴 ㄜˋ e4 k4 utf8
額 ㄜˊ e2 k6 big5
訛 ㄜˊ e2 k6 big5
鵝 ㄜˊ e2 k6 big5
娥 ㄜˊ e2 k6 big5
哦 ㄜˊ e2 k6 big5
蛾 ㄜˊ e2 k6 big5
峨 ㄜˊ e2 k6 big5
莪 ㄜˊ e2 k6 big5
俄 ㄜˊ e2 k6 big5
囮 ㄜˊ e2 k6 big5
吪 ㄜˊ e2 k6 big5
硪 ㄜˊ e2 k6 big5
蚵 ㄜˊ e2 k6 big5
鋨 ㄜˊ e2 k6 big5
迗 ㄜˊ e2 k6 big5
珴 ㄜˊ e2 k6 big5
涐 ㄜˊ e2 k6 big5
皒 ㄜˊ e2 k6 big5
睋 ㄜˊ e2 k6 big5
魤 ㄜˊ e2 k6 big5
㘥 ㄜˊ e2 k6 utf8
䄉 ㄜˊ e2 k6 utf8
䖸 ㄜˊ e2 k6 utf8
䩹 ㄜˊ e2 k6 utf8
䳗 ㄜˊ e2 k6 utf8
䳘 ㄜˊ e2 k6 utf8
峩 ㄜˊ e2 k6 utf8
誐 ㄜˊ e2 k6 utf8
譌 ㄜˊ e2 k6 utf8
鈋 ㄜˊ e2 k6 utf8
頟 ㄜˊ e2 k6 utf8
騀 ㄜˊ e2 k6 utf8
鰪 ㄜˊ e2 k6 utf8
鵞 ㄜˊ e2 k6 utf8
𧚄 ㄜˊ e2 k6 utf8
凹 ㄠ ao l big5
ㄠ ㄠ ao l big5
坳 ㄠ ao l big5
柪 ㄠ ao l big5
㕭 ㄠ ao l utf8
㘬 ㄠ ao l utf8
㘭 ㄠ ao l utf8
垇 ㄠ ao l utf8
軪 ㄠ ao l utf8
襖 ㄠˇ ao3 l3 big5
媼 ㄠˇ ao3 l3 big5
芺 ㄠˇ ao3 l3 big5
镺 ㄠˇ ao3 l3 big5
䀞 ㄠˇ ao3 l3 utf8
媪 ㄠˇ ao3 l3 utf8
抝 ㄠˇ ao3 l3 utf8
狕 ㄠˇ ao3 l3 utf8
袄 ㄠˇ ao3 l3 utf8
鴁 ㄠˇ ao3 l3 utf8
傲 ㄠˋ ao4 l4 big5
澳 ㄠˋ ao4 l4 big5
奧 ㄠˋ ao4 l4 big5
懊 ㄠˋ ao4 l4 big5
墺 ㄠˋ ao4 l4 big5
奡 ㄠˋ ao4 l4 big5
扷 ㄠˋ ao4 l4 big5
擙 ㄠˋ ao4 l4 big5
拗 ㄠˋ ao4 l4 big5
詏 ㄠˋ ao4 l4 big5
嶴 ㄠˋ ao4 l4 big5
敖 ㄠˋ ao4 l4 big5
驁 ㄠˋ ao4 l4 big5
㑃 ㄠˋ ao4 l4 utf8
㘬 ㄠˋ ao4 l4 utf8
㘭 ㄠˋ ao4 l4 utf8
㜜 ㄠˋ ao4 l4 utf8
㤇 ㄠˋ ao4 l4 utf8
垇 ㄠˋ ao4 l4 utf8
奥 ㄠˋ ao4 l4 utf8
嫯 ㄠˋ ao4 l4 utf8
慠 ㄠˋ ao4 l4 utf8
抝 ㄠˋ ao4 l4 utf8
謸 ㄠˋ ao4 l4 utf8
軪 ㄠˋ ao4 l4 utf8
鐭 ㄠˋ ao4 l4 utf8
𢳆 ㄠˋ ao4 l4 utf8
𩼈 ㄠˋ ao4 l4 utf8
熬 ㄠˊ ao2 l6 big5
敖 ㄠˊ ao2 l6 big5
遨 ㄠˊ ao2 l6 big5
翱 ㄠˊ ao2 l6 big5
嗷 ㄠˊ ao2 l6 big5
螯 ㄠˊ ao2 l6 big5
鰲 ㄠˊ ao2 l6 big5
鼇 ㄠˊ ao2 l6 big5
鏖 ㄠˊ ao2 l6 big5
驁 ㄠˊ ao2 l6 big5
廒 ㄠˊ ao2 l6 big5
獒 ㄠˊ ao2 l6 big5
璈 ㄠˊ ao2 l6 big5
聱 ㄠˊ ao2 l6 big5
鏊 ㄠˊ ao2 l6 big5
滶 ㄠˊ ao2 l6 big5
磝 ㄠˊ ao2 l6 big5
隞 ㄠˊ ao2 l6 big5
摮 ㄠˊ ao2 l6 big5
蔜 ㄠˊ ao2 l6 big5
簢 ㄠˊ ao2 l6 big5
謷 ㄠˊ ao2 l6 big5
爊 ㄠˊ ao2 l6 big5
㿰 ㄠˊ ao2 l6 utf8
厫 ㄠˊ ao2 l6 utf8
嗸 ㄠˊ ao2 l6 utf8
嶅 ㄠˊ ao2 l6 utf8
煾 ㄠˊ ao2 l6 utf8
獓 ㄠˊ ao2 l6 utf8
翶 ㄠˊ ao2 l6 utf8
翺 ㄠˊ ao2 l6 utf8
謸 ㄠˊ ao2 l6 utf8
鷔 ㄠˊ ao2 l6 utf8
𢳆 ㄠˊ ao2 l6 utf8
𦪈 ㄠˊ ao2 l6 utf8
淤 ㄩ yu m big5
迂 ㄩ yu m big5
瘀 ㄩ yu m big5
紆 ㄩ yu m big5
ㄩ ㄩ yu m big5
毹 ㄩ yu m big5
箊 ㄩ yu m big5
扜 ㄩ yu m big5
穻 ㄩ yu m big5
盓 ㄩ yu m big5
䊸 ㄩ yu m utf8
扝 ㄩ yu m utf8
汚 ㄩ yu m utf8
瘷 ㄩ yu m utf8
虶 ㄩ yu m utf8
込 ㄩ yu m utf8
約 ㄩㄝ yue m, big5
曰 ㄩㄝ yue m, big5
噦 ㄩㄝ yue m, big5
箹 ㄩㄝ yue m, big5
焥 ㄩㄝ yue m, big5
㜧 ㄩㄝ yue m, utf8
𡜆 ㄩㄝ yue m, utf8
月 ㄩㄝˋ yue4 m,4 big5
越 ㄩㄝˋ yue4 m,4 big5
